Round No,Institute,Academic Program Name,,Category,Opening Rank,Closing Rank
7,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",,SC,463,764
7,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",,ST,465,613
7,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",,General,207,329
7,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",,General PwD,23,23
7,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",,OBC-NCL,136,232
7,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",,SC,66,150
7,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",,ST,95,109
7,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,332,394
7,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,234,260
7,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL(PwD),36,36
7,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,159,212
7,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,83,169
7,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,445,944
7,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,21,21
7,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,210,452
7,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),34,34
7,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,11,188
7,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,24,60
7,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,General,1694,2637
7,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,General PwD,116,116
7,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,905,1517
7,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,SC,584,1046
7,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,ST,427,471
7,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",,General,3481,5161
7,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",,General PwD,193,193
7,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",,OBC-NCL,1700,2787
7,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",,SC,1355,1809
7,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",,ST,445,725
7,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",,General,5744,7258
7,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2022,2292
7,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,841,1125
7,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,262,395
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,848,1500
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,32,32
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,371,594
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),22,22
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,249.01,351
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC PwD,13,13
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,216,309
7,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST PwD,2,2
7,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,2742,3770
7,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,113,113
7,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1306,1550
7,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),59,59
7,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,571,938
7,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,301,407
7,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,3870,4771
7,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,130,130
7,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1060,1706
7,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,506,992
7,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,333,409
7,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,General,7054,8864
7,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,General PwD,244,244
7,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,OBC-NCL,2822,3272
7,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,SC,1640,1837
7,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,ST,845,948
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",,General,2732,3451
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1055,1485
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",,SC,301,832
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",,ST,372,378
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,3506,3821
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General PwD,136,136
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,1522,1645
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,732,778
7,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,422,422
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",,General,5183,6881
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",,General PwD,17,17
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2783.01,3085
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",,SC,1444,1852
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",,ST,528,721
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,6939,8301
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,3233,3369
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1790,2015
7,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,793,930
7,Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",,General,7046,7966
7,Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",,OBC-NCL,3332,3651.01
7,Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",,SC,1705,2031
7,Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",,ST,1021,1067
7,Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",,General,6448,14927
7,Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,3067,4182
7,Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",,SC,871,2263
7,Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",,ST,323,1122
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,General,4262,5417
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2316,2682
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),96,96
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,SC,943,1487
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,ST,816,849
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,5639,6665
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General PwD,368,368
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,2449,2932
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1368,1739
7,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,723,876
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,1620,2990
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,939,1423
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),60,60
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,373,880
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,138,419
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,3001,3808
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General PwD,132,132
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,1424,1684
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,908,971
7,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,462,468
7,Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",,General,4790,8305
7,Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",,General PwD,233,233
7,Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",,OBC-NCL,3264.01,3631
7,Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",,SC,1811,2197
7,Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",,ST,878,1103
7,Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,2329,4071
7,Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",,General PwD,96,96
7,Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,968.01,1346
7,Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),48,48
